States,Regions,Dates,Usage,,,,
Bihar,East,06-02-2019 0.00,75.1,,,,
Bihar,East,07-02-2019 0.00,79.7,,,,
Bihar,East,08-02-2019 0.00,80,,,,
Bihar,East,09-02-2019 0.00,79.4,,,,
Bihar,East,10-02-2019 0.00,82.6,,,,
Bihar,East,11-02-2019 0.00,82.7,,,,
Bihar,East,12-02-2019 0.00,79.5,,,,
Bihar,East,13-02-2019 0.00,77.9,,,,
Bihar,East,14-02-2019 0.00,72.2,,,,
Bihar,East,15-02-2019 0.00,72.6,,,,
Bihar,East,16-02-2019 0.00,74.7,,,,
Bihar,East,17-02-2019 0.00,73.6,,,,
Bihar,East,18-02-2019 0.00,73.3,,,,
Bihar,East,19-02-2019 0.00,74.1,,,,
Bihar,East,20-02-2019 0.00,74,,,,
Bihar,East,21-02-2019 0.00,105.3,,,,
Bihar,East,22-02-2019 0.00,108.7,,,,
Bihar,East,23-02-2019 0.00,107.7,,,,
Bihar,East,24-02-2019 0.00,92.4,,,,
Bihar,East,25-02-2019 0.00,80.5,,,,
Bihar,East,26-02-2019 0.00,99.7,,,,
Bihar,East,27-02-2019 0.00,88.8,,,,
Bihar,East,28-02-2019 0.00,79.9,,,,
Bihar,East,02-03-2019 0.00,80.6,,,,
Bihar,East,03-03-2019 0.00,76.8,,,,
Bihar,East,04-03-2019 0.00,80.6,,,,
Bihar,East,05-03-2019 0.00,78.9,,,,
Bihar,East,06-03-2019 0.00,76.8,,,,
Bihar,East,07-03-2019 0.00,78,,,,
Bihar,East,08-03-2019 0.00,109.4,,,,
Bihar,East,09-03-2019 0.00,111.8,,,,
Bihar,East,10-03-2019 0.00,115.4,,,,
Bihar,East,11-03-2019 0.00,117.8,,,,
Bihar,East,12-03-2019 0.00,117.6,,,,
Bihar,East,13-03-2019 0.00,117.6,,,,
Bihar,East,14-03-2019 0.00,117.9,,,,
Bihar,East,15-03-2019 0.00,67.3,,,,
Bihar,East,16-03-2019 0.00,71.9,,,,
Bihar,East,17-03-2019 0.00,67.1,,,,
Bihar,East,18-03-2019 0.00,74.1,,,,
Bihar,East,19-03-2019 0.00,83.8,,,,
Bihar,East,20-03-2019 0.00,70.2,,,,
Bihar,East,21-03-2019 0.00,71.3,,,,
Bihar,East,22-03-2019 0.00,66.6,,,,
Bihar,East,23-03-2019 0.00,68.3,,,,
Bihar,East,24-03-2019 0.00,68.7,,,,
Bihar,East,25-03-2019 0.00,69.3,,,,
Bihar,East,26-03-2019 0.00,69,,,,
Bihar,East,27-03-2019 0.00,69,,,,
Bihar,East,28-03-2019 0.00,66.8,,,,
Bihar,East,29-03-2019 0.00,79.5,,,,
Bihar,East,30-03-2019 0.00,62.1,,,,
Bihar,East,31-03-2019 0.00,72.8,,,,
Bihar,East,02-04-2019 0.00,78.7,,,,
Bihar,East,03-04-2019 0.00,81.5,,,,
Bihar,East,04-04-2019 0.00,84.1,,,,
Bihar,East,05-04-2019 0.00,85.1,,,,
Bihar,East,06-04-2019 0.00,72.5,,,,
Bihar,East,07-04-2019 0.00,73,,,,
Bihar,East,08-04-2019 0.00,62.3,,,,
Bihar,East,09-04-2019 0.00,63.8,,,,
Bihar,East,10-04-2019 0.00,69.1,,,,
Bihar,East,11-04-2019 0.00,70.7,,,,
Bihar,East,12-04-2019 0.00,71.3,,,,
Bihar,East,13-04-2019 0.00,109.3,,,,
Bihar,East,14-04-2019 0.00,113.8,,,,
Bihar,East,15-04-2019 0.00,99.1,,,,
Bihar,East,16-04-2019 0.00,95.6,,,,
Bihar,East,17-04-2019 0.00,103.1,,,,
Bihar,East,18-04-2019 0.00,101.1,,,,
Bihar,East,19-04-2019 0.00,100.3,,,,
Bihar,East,20-04-2019 0.00,64.5,,,,
Bihar,East,21-04-2019 0.00,61.2,,,,
Bihar,East,22-04-2019 0.00,63.8,,,,
Bihar,East,23-04-2019 0.00,69,,,,
Bihar,East,24-04-2019 0.00,69.8,,,,
Bihar,East,25-04-2019 0.00,68.2,,,,
Bihar,East,26-04-2019 0.00,70.8,,,,
Bihar,East,27-04-2019 0.00,72.2,,,,
Bihar,East,28-04-2019 0.00,71.6,,,,
Bihar,East,29-04-2019 0.00,75.4,,,,
Bihar,East,30-04-2019 0.00,75.2,,,,
Bihar,East,02-05-2019 0.00,77.7,,,,
Bihar,East,03-05-2019 0.00,76.1,,,,
Bihar,East,04-05-2019 0.00,80.2,,,,
Bihar,East,05-05-2019 0.00,98.1,,,,
Bihar,East,06-05-2019 0.00,98.1,,,,
Bihar,East,07-05-2019 0.00,89,,,,
Bihar,East,08-05-2019 0.00,69.5,,,,
Bihar,East,09-05-2019 0.00,70.4,,,,
Bihar,East,10-05-2019 0.00,53,,,,
Bihar,East,11-05-2019 0.00,43.5,,,,
Bihar,East,12-05-2019 0.00,104.2,,,,
Bihar,East,13-05-2019 0.00,97.4,,,,
Bihar,East,14-05-2019 0.00,88.2,,,,
Bihar,East,15-05-2019 0.00,90.6,,,,
Bihar,East,16-05-2019 0.00,97.1,,,,
Bihar,East,17-05-2019 0.00,91.9,,,,
Bihar,East,18-05-2019 0.00,91.4,,,,
Bihar,East,19-05-2019 0.00,93.5,,,,
Bihar,East,20-05-2019 0.00,89.4,,,,
Bihar,East,21-05-2019 0.00,98.1,,,,
Bihar,East,22-05-2019 0.00,99.8,,,,
Bihar,East,23-05-2019 0.00,99.6,,,,
Bihar,East,24-05-2019 0.00,99.6,,,,
Bihar,East,25-05-2019 0.00,94.2,,,,
Bihar,East,26-05-2019 0.00,68.2,,,,
Bihar,East,27-05-2019 0.00,63,,,,
Bihar,East,28-05-2019 0.00,69.9,,,,
Bihar,East,29-05-2019 0.00,72.7,,,,
Bihar,East,30-05-2019 0.00,73.3,,,,
Bihar,East,31-05-2019 0.00,76.3,,,,
Bihar,East,02-06-2019 0.00,67.3,,,,
Bihar,East,03-06-2019 0.00,84.4,,,,
Bihar,East,04-06-2019 0.00,82.6,,,,
Bihar,East,05-06-2019 0.00,80.2,,,,
Bihar,East,06-06-2019 0.00,74.1,,,,
Bihar,East,07-06-2019 0.00,70.3,,,,
Bihar,East,08-06-2019 0.00,71.1,,,,
Bihar,East,09-06-2019 0.00,77.9,,,,
Bihar,East,10-06-2019 0.00,75.3,,,,
Bihar,East,11-06-2019 0.00,75.8,,,,
Bihar,East,12-06-2019 0.00,68.7,,,,
Bihar,East,13-06-2019 0.00,63.7,,,,
Bihar,East,14-06-2019 0.00,71.2,,,,
Bihar,East,15-06-2019 0.00,69,,,,
Bihar,East,16-06-2019 0.00,69.8,,,,
Bihar,East,17-06-2019 0.00,106.2,,,,
Bihar,East,18-06-2019 0.00,107.3,,,,
Bihar,East,19-06-2019 0.00,105.8,,,,
Bihar,East,20-06-2019 0.00,96.5,,,,
Bihar,East,21-06-2019 0.00,104.7,,,,
Bihar,East,22-06-2019 0.00,102.3,,,,
Bihar,East,23-06-2019 0.00,101,,,,
Bihar,East,24-06-2019 0.00,78.2,,,,
Bihar,East,25-06-2019 0.00,79,,,,
Bihar,East,26-06-2019 0.00,81.6,,,,
Bihar,East,27-06-2019 0.00,79.4,,,,
Bihar,East,28-06-2019 0.00,79.7,,,,
Bihar,East,29-06-2019 0.00,78.7,,,,
Bihar,East,30-06-2019 0.00,82.8,,,,
Bihar,East,01-07-2019 0.00,104.7,,,,
Bihar,East,02-07-2019 0.00,110.7,,,,
Bihar,East,03-07-2019 0.00,111.8,,,,
Bihar,East,04-07-2019 0.00,114.5,,,,
Bihar,East,05-07-2019 0.00,110.8,,,,
Bihar,East,06-07-2019 0.00,100.7,,,,
Bihar,East,07-07-2019 0.00,103.1,,,,
Bihar,East,08-07-2019 0.00,80.8,,,,
Bihar,East,08-07-2019 0.00,70.2,,,,
Bihar,East,09-07-2019 0.00,64,,,,
Bihar,East,09-07-2019 0.00,72.8,,,,
Bihar,East,10-07-2019 0.00,75.3,,,,
Bihar,East,10-07-2019 0.00,71.8,,,,
Bihar,East,11-07-2019 0.00,73.6,,,,
Bihar,East,11-07-2019 0.00,68.6,,,,
Bihar,East,12-07-2019 0.00,67.8,,,,
Bihar,East,12-07-2019 0.00,67.5,,,,
Bihar,East,13-07-2019 0.00,68.2,,,,
Bihar,East,14-07-2019 0.00,68.7,,,,
Bihar,East,15-07-2019 0.00,67.6,,,,
Bihar,East,16-07-2019 0.00,67.8,,,,
Bihar,East,17-07-2019 0.00,76.7,,,,
Bihar,East,18-07-2019 0.00,78.3,,,,
Bihar,East,19-07-2019 0.00,76.4,,,,
Bihar,East,20-07-2019 0.00,72.9,,,,
Bihar,East,21-07-2019 0.00,74.6,,,,
Bihar,East,22-07-2019 0.00,75.5,,,,
Bihar,East,23-07-2019 0.00,77.1,,,,
Bihar,East,24-07-2019 0.00,70,,,,
Bihar,East,25-07-2019 0.00,68.5,,,,
Bihar,East,26-07-2019 0.00,69.4,,,,
Bihar,East,27-07-2019 0.00,71.1,,,,
Bihar,East,28-07-2019 0.00,73,,,,
Bihar,East,29-07-2019 0.00,70.6,,,,
Bihar,East,30-07-2019 0.00,73.1,,,,
Bihar,East,31-07-2019 0.00,108.7,,,,
Bihar,East,01-08-2019 0.00,106.4,,,,
Bihar,East,02-08-2019 0.00,106.7,,,,
Bihar,East,03-08-2019 0.00,108.4,,,,
Bihar,East,04-08-2019 0.00,109.2,,,,
Bihar,East,05-08-2019 0.00,80.4,,,,
Bihar,East,06-08-2019 0.00,97.7,,,,
Bihar,East,08-08-2019 0.00,101.6,,,,
Bihar,East,09-08-2019 0.00,105.9,,,,
Bihar,East,10-08-2019 0.00,102.2,,,,
Bihar,East,11-08-2019 0.00,93.3,,,,
Bihar,East,12-08-2019 0.00,81.6,,,,
Bihar,East,13-08-2019 0.00,92.5,,,,
Bihar,East,14-08-2019 0.00,98.6,,,,
Bihar,East,15-08-2019 0.00,75.3,,,,
Bihar,East,16-08-2019 0.00,74.8,,,,
Bihar,East,17-08-2019 0.00,76.1,,,,
Bihar,East,18-08-2019 0.00,76.5,,,,
Bihar,East,19-08-2019 0.00,76.2,,,,
Bihar,East,20-08-2019 0.00,64,,,,
Bihar,East,21-08-2019 0.00,70.2,,,,
Bihar,East,22-08-2019 0.00,64.1,,,,
Bihar,East,23-08-2019 0.00,65.4,,,,
Bihar,East,24-08-2019 0.00,71,,,,
Bihar,East,25-08-2019 0.00,67.3,,,,
Bihar,East,26-08-2019 0.00,71.7,,,,
Bihar,East,27-08-2019 0.00,71.5,,,,
Bihar,East,28-08-2019 0.00,73.4,,,,
Bihar,East,29-08-2019 0.00,108.4,,,,
Bihar,East,30-08-2019 0.00,93.4,,,,
Bihar,East,31-08-2019 0.00,79.2,,,,
Bihar,East,01-09-2019 0.00,96.1,,,,
Bihar,East,02-09-2019 0.00,104.5,,,,
Bihar,East,03-09-2019 0.00,98.8,,,,
Bihar,East,04-09-2019 0.00,93.1,,,,
Bihar,East,05-09-2019 0.00,71.7,,,,
Bihar,East,06-09-2019 0.00,72,,,,
Bihar,East,08-09-2019 0.00,73.4,,,,
Bihar,East,09-09-2019 0.00,74.1,,,,
Bihar,East,10-09-2019 0.00,75.2,,,,
Bihar,East,11-09-2019 0.00,68.6,,,,
Bihar,East,12-09-2019 0.00,89.3,,,,
Bihar,East,13-09-2019 0.00,95.7,,,,
Bihar,East,14-09-2019 0.00,97.7,,,,
Bihar,East,15-09-2019 0.00,104.5,,,,
Bihar,East,16-09-2019 0.00,106.1,,,,
Bihar,East,17-09-2019 0.00,105.8,,,,
Bihar,East,18-09-2019 0.00,109.9,,,,
Bihar,East,19-09-2019 0.00,92.8,,,,
Bihar,East,20-09-2019 0.00,88.5,,,,
Bihar,East,21-09-2019 0.00,69.1,,,,
Bihar,East,22-09-2019 0.00,81.1,,,,
Bihar,East,23-09-2019 0.00,86.6,,,,
Bihar,East,24-09-2019 0.00,89.8,,,,
Bihar,East,25-09-2019 0.00,92.3,,,,
Bihar,East,26-09-2019 0.00,92.9,,,,
Bihar,East,27-09-2019 0.00,92.2,,,,
Bihar,East,28-09-2019 0.00,93.3,,,,
Bihar,East,29-09-2019 0.00,95,,,,
Bihar,East,30-09-2019 0.00,95.5,,,,
Bihar,East,01-10-2019 0.00,88.1,,,,
Bihar,East,02-10-2019 0.00,83.8,,,,
Bihar,East,03-10-2019 0.00,76.7,,,,
Bihar,East,04-10-2019 0.00,74.5,,,,
Bihar,East,05-10-2019 0.00,73.9,,,,
Bihar,East,06-10-2019 0.00,75.3,,,,
Bihar,East,08-10-2019 0.00,76.7,,,,
Bihar,East,09-10-2019 0.00,75.1,,,,
Bihar,East,10-10-2019 0.00,76.2,,,,
Bihar,East,11-10-2019 0.00,104.2,,,,
Bihar,East,12-10-2019 0.00,100.3,,,,
Bihar,East,13-10-2019 0.00,100.2,,,,
Bihar,East,14-10-2019 0.00,99.5,,,,
Bihar,East,15-10-2019 0.00,103.1,,,,
Bihar,East,16-10-2019 0.00,103.6,,,,
Bihar,East,17-10-2019 0.00,106.3,,,,
Bihar,East,18-10-2019 0.00,83.8,,,,
Bihar,East,19-10-2019 0.00,82.5,,,,
Bihar,East,20-10-2019 0.00,80.7,,,,
Bihar,East,21-10-2019 0.00,77.1,,,,
Bihar,East,22-10-2019 0.00,74.2,,,,
Bihar,East,23-10-2019 0.00,73,,,,
Bihar,East,24-10-2019 0.00,75,,,,
Bihar,East,25-10-2019 0.00,110.7,,,,
Bihar,East,26-10-2019 0.00,96.5,,,,
Bihar,East,27-10-2019 0.00,99.9,,,,
Bihar,East,28-10-2019 0.00,104.7,,,,
Bihar,East,29-10-2019 0.00,108.1,,,,
Bihar,East,30-10-2019 0.00,107.8,,,,
Bihar,East,31-10-2019 0.00,104.9,,,,
Bihar,East,01-11-2019 0.00,82.8,,,,
Bihar,East,02-11-2019 0.00,88.8,,,,
Bihar,East,03-11-2019 0.00,91.6,,,,
Bihar,East,04-11-2019 0.00,70.3,,,,
Bihar,East,05-11-2019 0.00,82.7,,,,
Bihar,East,06-11-2019 0.00,82.9,,,,
Bihar,East,08-11-2019 0.00,81,,,,
Bihar,East,09-11-2019 0.00,74.8,,,,
Bihar,East,10-11-2019 0.00,71.3,,,,
Bihar,East,11-11-2019 0.00,69.1,,,,
Bihar,East,12-11-2019 0.00,69.7,,,,
Bihar,East,13-11-2019 0.00,72.7,,,,
Bihar,East,14-11-2019 0.00,71.2,,,,
Bihar,East,15-11-2019 0.00,69.4,,,,
Bihar,East,16-11-2019 0.00,75.2,,,,
Bihar,East,17-11-2019 0.00,75.2,,,,
Bihar,East,18-11-2019 0.00,77.2,,,,
Bihar,East,19-11-2019 0.00,76.4,,,,
Bihar,East,20-11-2019 0.00,78,,,,
Bihar,East,21-11-2019 0.00,79.4,,,,
Bihar,East,22-11-2019 0.00,78.2,,,,
Bihar,East,23-11-2019 0.00,70.9,,,,
Bihar,East,24-11-2019 0.00,72.1,,,,
Bihar,East,25-11-2019 0.00,68.5,,,,
Bihar,East,26-11-2019 0.00,69.8,,,,
Bihar,East,27-11-2019 0.00,70.8,,,,
Bihar,East,28-11-2019 0.00,66.3,,,,
Bihar,East,29-11-2019 0.00,68.4,,,,
Bihar,East,30-11-2019 0.00,96.9,,,,
Bihar,East,01-12-2019 0.00,90.2,,,,
Bihar,East,02-12-2019 0.00,87.6,,,,
Bihar,East,03-12-2019 0.00,86.7,,,,
Bihar,East,04-12-2019 0.00,108.2,,,,
Bihar,East,05-12-2019 0.00,106.1,,,,
Bihar,East,06-12-2019 0.00,110.7,,,,
Bihar,East,08-12-2019 0.00,87.5,,,,
Bihar,East,09-12-2019 0.00,68.2,,,,
Bihar,East,10-12-2019 0.00,91.4,,,,
Bihar,East,11-12-2019 0.00,97.8,,,,
Bihar,East,12-12-2019 0.00,97.1,,,,
Bihar,East,13-12-2019 0.00,100.6,,,,
Bihar,East,14-12-2019 0.00,101.9,,,,
Bihar,East,15-12-2019 0.00,77.5,,,,
Bihar,East,16-12-2019 0.00,77.6,,,,
Bihar,East,17-12-2019 0.00,77.1,,,,
Bihar,East,18-12-2019 0.00,76.1,,,,
Bihar,East,19-12-2019 0.00,75.6,,,,
Bihar,East,20-12-2019 0.00,74.8,,,,
Bihar,East,21-12-2019 0.00,77.4,,,,
Bihar,East,22-12-2019 0.00,67.6,,,,
Bihar,East,23-12-2019 0.00,70.3,,,,
Bihar,East,24-12-2019 0.00,67.9,,,,
Bihar,East,25-12-2019 0.00,69.1,,,,
Bihar,East,26-12-2019 0.00,53.8,,,,
Bihar,East,27-12-2019 0.00,54.9,,,,
Bihar,East,28-12-2019 0.00,63.9,,,,
Bihar,East,29-12-2019 0.00,113,,,,
Bihar,East,30-12-2019 0.00,103.6,,,,
Bihar,East,31-12-2019 0.00,109.1,,,,
Bihar,East,01-01-2020 0.00,106.4,,,,
Bihar,East,02-01-2020 0.00,102.7,,,,
Bihar,East,03-01-2020 0.00,104.2,,,,
Bihar,East,04-01-2020 0.00,108.6,,,,
Bihar,East,05-01-2020 0.00,67.3,,,,
Bihar,East,13-01-2020 0.00,66.1,,,,
Bihar,East,14-01-2020 0.00,65.6,,,,
Bihar,East,15-01-2020 0.00,69.3,,,,
Bihar,East,16-01-2020 0.00,66.9,,,,
Bihar,East,17-01-2020 0.00,52.5,,,,
Bihar,East,18-01-2020 0.00,66.8,,,,
Bihar,East,19-01-2020 0.00,78.9,,,,
Bihar,East,20-01-2020 0.00,69.9,,,,
Bihar,East,21-01-2020 0.00,76.5,,,,
Bihar,East,22-01-2020 0.00,59.2,,,,
Bihar,East,23-01-2020 0.00,69.9,,,,
Bihar,East,24-01-2020 0.00,70.2,,,,
Bihar,East,25-01-2020 0.00,71.2,,,,
Bihar,East,26-01-2020 0.00,79.5,,,,
Bihar,East,27-01-2020 0.00,70.9,,,,
Bihar,East,28-01-2020 0.00,75,,,,
Bihar,East,29-01-2020 0.00,85.6,,,,
Bihar,East,30-01-2020 0.00,89.7,,,,
Bihar,East,31-01-2020 0.00,90.8,,,,
Bihar,East,01-02-2020 0.00,85.3,,,,
Bihar,East,02-02-2020 0.00,94.4,,,,
Bihar,East,03-02-2020 0.00,86.3,,,,
Bihar,East,04-02-2020 0.00,81.3,,,,
Bihar,East,05-02-2020 0.00,91.3,,,,
Bihar,East,13-02-2020 0.00,93,,,,
Bihar,East,14-02-2020 0.00,93.6,,,,
Bihar,East,15-02-2020 0.00,92,,,,
Bihar,East,16-02-2020 0.00,71.7,,,,
Bihar,East,17-02-2020 0.00,74.6,,,,
Bihar,East,18-02-2020 0.00,74.9,,,,
Bihar,East,19-02-2020 0.00,78.6,,,,
Bihar,East,20-02-2020 0.00,77.4,,,,
Bihar,East,21-02-2020 0.00,74.4,,,,
Bihar,East,22-02-2020 0.00,75.7,,,,
Bihar,East,23-02-2020 0.00,88.1,,,,
Bihar,East,24-02-2020 0.00,92.8,,,,
Bihar,East,25-02-2020 0.00,98.6,,,,
Bihar,East,26-02-2020 0.00,100.3,,,,
Bihar,East,27-02-2020 0.00,105.7,,,,
Bihar,East,28-02-2020 0.00,106.1,,,,
Bihar,East,29-02-2020 0.00,105.7,,,,
Bihar,East,01-03-2020 0.00,80.1,,,,
Bihar,East,02-03-2020 0.00,79.7,,,,
Bihar,East,03-03-2020 0.00,79.5,,,,
Bihar,East,04-03-2020 0.00,70.5,,,,
Bihar,East,05-03-2020 0.00,80.2,,,,
Bihar,East,13-03-2020 0.00,79.9,,,,
Bihar,East,14-03-2020 0.00,82.1,,,,
Bihar,East,15-03-2020 0.00,107.8,,,,
Bihar,East,16-03-2020 0.00,101.6,,,,
Bihar,East,17-03-2020 0.00,83.7,,,,
Bihar,East,18-03-2020 0.00,78.9,,,,
Bihar,East,19-03-2020 0.00,69.9,,,,
Bihar,East,20-03-2020 0.00,76.5,,,,
Bihar,East,21-03-2020 0.00,59.2,,,,
Bihar,East,22-03-2020 0.00,74.6,,,,
Bihar,East,23-03-2020 0.00,73.4,,,,
Bihar,East,24-03-2020 0.00,76.5,,,,
Bihar,East,25-03-2020 0.00,79.1,,,,
Bihar,East,26-03-2020 0.00,82.8,,,,
Bihar,East,27-03-2020 0.00,83.2,,,,
Bihar,East,28-03-2020 0.00,84.4,,,,
Bihar,East,29-03-2020 0.00,79.4,,,,
Bihar,East,30-03-2020 0.00,75.1,,,,
Bihar,East,31-03-2020 0.00,74,,,,
Bihar,East,01-04-2020 0.00,74.4,,,,
Bihar,East,02-04-2020 0.00,74.6,,,,
Bihar,East,03-04-2020 0.00,75.7,,,,
Bihar,East,04-04-2020 0.00,75.8,,,,
Bihar,East,05-04-2020 0.00,67.6,,,,
Bihar,East,13-04-2020 0.00,71.9,,,,
Bihar,East,14-04-2020 0.00,71.4,,,,
Bihar,East,15-04-2020 0.00,73.1,,,,
Bihar,East,16-04-2020 0.00,71.7,,,,
Bihar,East,17-04-2020 0.00,70.8,,,,
Bihar,East,18-04-2020 0.00,73.3,,,,
Bihar,East,19-04-2020 0.00,73.5,,,,
Bihar,East,20-04-2020 0.00,74.3,,,,
Bihar,East,21-04-2020 0.00,75,,,,
Bihar,East,22-04-2020 0.00,73.4,,,,
Bihar,East,23-04-2020 0.00,55.7,,,,
Bihar,East,24-04-2020 0.00,55,,,,
Bihar,East,25-04-2020 0.00,70.3,,,,
Bihar,East,26-04-2020 0.00,93.8,,,,
Bihar,East,27-04-2020 0.00,104.1,,,,
Bihar,East,28-04-2020 0.00,109.2,,,,
Bihar,East,29-04-2020 0.00,104.2,,,,
Bihar,East,30-04-2020 0.00,104.5,,,,
Bihar,East,01-05-2020 0.00,107.1,,,,
Bihar,East,02-05-2020 0.00,105.8,,,,
Bihar,East,03-05-2020 0.00,81.8,,,,
Bihar,East,04-05-2020 0.00,84.7,,,,
Bihar,East,05-05-2020 0.00,70.8,,,,
Bihar,East,13-05-2020 0.00,74.7,,,,
Bihar,East,14-05-2020 0.00,71.3,,,,
Bihar,East,15-05-2020 0.00,76.1,,,,
Bihar,East,16-05-2020 0.00,85.7,,,,
Bihar,East,17-05-2020 0.00,77.3,,,,
Bihar,East,18-05-2020 0.00,77.8,,,,
Bihar,East,19-05-2020 0.00,77.4,,,,
Bihar,East,20-05-2020 0.00,77,,,,
Bihar,East,21-05-2020 0.00,79.6,,,,
Bihar,East,22-05-2020 0.00,76.4,,,,
Bihar,East,23-05-2020 0.00,75.9,,,,
Bihar,East,01-06-2020 0.00,65.3,,,,
Bihar,East,02-06-2020 0.00,66.1,,,,
Bihar,East,03-06-2020 0.00,65.1,,,,
Bihar,East,04-06-2020 0.00,66.2,,,,
Bihar,East,05-06-2020 0.00,67.6,,,,
Bihar,East,01-07-2020 0.00,66.8,,,,
Bihar,East,02-07-2020 0.00,67.6,,,,
Bihar,East,03-07-2020 0.00,121.4,,,,
Bihar,East,04-07-2020 0.00,117,,,,
Bihar,East,05-07-2020 0.00,112.6,,,,
Bihar,East,01-08-2020 0.00,115.3,,,,
Bihar,East,02-08-2020 0.00,116.8,,,,
Bihar,East,03-08-2020 0.00,115.6,,,,
Bihar,East,04-08-2020 0.00,112.6,,,,
Bihar,East,05-08-2020 0.00,72.1,,,,
Bihar,East,01-09-2020 0.00,73.1,,,,
Bihar,East,02-09-2020 0.00,73.5,,,,
Bihar,East,03-09-2020 0.00,73.5,,,,
Bihar,East,04-09-2020 0.00,67.3,,,,
Bihar,East,05-09-2020 0.00,64.8,,,,
Bihar,East,01-10-2020 0.00,71.1,,,,
Bihar,East,02-10-2020 0.00,104.7,,,,
Bihar,East,03-10-2020 0.00,92.6,,,,
Bihar,East,04-10-2020 0.00,99.3,,,,
Bihar,East,05-10-2020 0.00,106.2,,,,
Bihar,East,01-11-2020 0.00,107.8,,,,
Bihar,East,02-11-2020 0.00,101.6,,,,
Bihar,East,03-11-2020 0.00,83.7,,,,
Bihar,East,04-11-2020 0.00,75.7,,,,
Bihar,East,05-11-2020 0.00,83,,,,
Bihar,East,01-12-2020 0.00,82.9,,,,
Bihar,East,02-12-2020 0.00,85,,,,
Bihar,East,03-12-2020 0.00,85.4,,,,
Bihar,East,04-12-2020 0.00,70,,,,
Bihar,East,05-12-2020 0.00,61.7,,,,
Chandigarh,North,02-01-2019 0.00,5,,,,
Chandigarh,North,03-01-2019 0.00,4.9,,,,
Chandigarh,North,04-01-2019 0.00,4.8,,,,
Chandigarh,North,05-01-2019 0.00,4.3,,,,
Chandigarh,North,06-01-2019 0.00,4.3,,,,
Chandigarh,North,07-01-2019 0.00,4,,,,
Chandigarh,North,08-01-2019 0.00,3.8,,,,
Chandigarh,North,09-01-2019 0.00,3.9,,,,
Chandigarh,North,10-01-2019 0.00,3.9,,,,
Chandigarh,North,11-01-2019 0.00,3.4,,,,
Chandigarh,North,12-01-2019 0.00,4,,,,
Chandigarh,North,13-01-2019 0.00,3.8,,,,
Chandigarh,North,14-01-2019 0.00,3.5,,,,
Chandigarh,North,15-01-2019 0.00,3.2,,,,
Chandigarh,North,16-01-2019 0.00,6,,,,
Chandigarh,North,17-01-2019 0.00,5.6,,,,
Chandigarh,North,18-01-2019 0.00,5,,,,
Chandigarh,North,19-01-2019 0.00,5.3,,,,
Chandigarh,North,20-01-2019 0.00,5.1,,,,
Chandigarh,North,21-01-2019 0.00,5.2,,,,
Chandigarh,North,22-01-2019 0.00,5.1,,,,
Chandigarh,North,23-01-2019 0.00,4.8,,,,
Chandigarh,North,24-01-2019 0.00,5,,,,
Chandigarh,North,25-01-2019 0.00,5.1,,,,
Chandigarh,North,26-01-2019 0.00,4.7,,,,
Chandigarh,North,27-01-2019 0.00,4.7,,,,
Chandigarh,North,28-01-2019 0.00,4.4,,,,
Chandigarh,North,29-01-2019 0.00,4.1,,,,
Chandigarh,North,30-01-2019 0.00,2.2,,,,
Chandigarh,North,31-01-2019 0.00,2.2,,,,
Chandigarh,North,02-02-2019 0.00,2.3,,,,
Chandigarh,North,03-02-2019 0.00,2.2,,,,
Chandigarh,North,04-02-2019 0.00,2.2,,,,
Chandigarh,North,05-02-2019 0.00,2.2,,,,
Chandigarh,North,06-02-2019 0.00,2.2,,,,
Chandigarh,North,07-02-2019 0.00,2.9,,,,
Chandigarh,North,08-02-2019 0.00,3.3,,,,
Chandigarh,North,09-02-2019 0.00,3.6,,,,
Chandigarh,North,10-02-2019 0.00,3.6,,,,
Chandigarh,North,11-02-2019 0.00,3.6,,,,
Chandigarh,North,12-02-2019 0.00,3.5,,,,
Chandigarh,North,13-02-2019 0.00,3.1,,,,
Chandigarh,North,14-02-2019 0.00,3.8,,,,
Chandigarh,North,15-02-2019 0.00,3.8,,,,
Chandigarh,North,16-02-2019 0.00,4,,,,
Chandigarh,North,17-02-2019 0.00,3.9,,,,
Chandigarh,North,18-02-2019 0.00,3.9,,,,
Chandigarh,North,19-02-2019 0.00,3.6,,,,
Chandigarh,North,20-02-2019 0.00,3.3,,,,
Chandigarh,North,21-02-2019 0.00,5.2,,,,
Chandigarh,North,22-02-2019 0.00,5.4,,,,
Chandigarh,North,23-02-2019 0.00,5.6,,,,
Chandigarh,North,24-02-2019 0.00,6,,,,
Chandigarh,North,25-02-2019 0.00,6.2,,,,
Chandigarh,North,26-02-2019 0.00,6.4,,,,
Chandigarh,North,27-02-2019 0.00,6,,,,
Chandigarh,North,28-02-2019 0.00,4.6,,,,
Chandigarh,North,02-03-2019 0.00,4.4,,,,
Chandigarh,North,03-03-2019 0.00,4.3,,,,
Chandigarh,North,04-03-2019 0.00,4.1,,,,
Chandigarh,North,05-03-2019 0.00,4.4,,,,
Chandigarh,North,06-03-2019 0.00,4,,,,
Chandigarh,North,07-03-2019 0.00,3.7,,,,
Chandigarh,North,08-03-2019 0.00,5.4,,,,
Chandigarh,North,09-03-2019 0.00,6.1,,,,
Chandigarh,North,10-03-2019 0.00,6.5,,,,
Chandigarh,North,11-03-2019 0.00,6,,,,
